	EmployerName	Address	CompanyNumber	SicCodes	DiffMeanHourlyPercent	DiffMedianHourlyPercent	DiffMeanBonusPercent	DiffMedianBonusPercent	MaleBonusPercent	FemaleBonusPercent	MaleLowerQuartile	FemaleLowerQuartile	MaleLowerMiddleQuartile	FemaleLowerMiddleQuartile	MaleUpperMiddleQuartile	FemaleUpperMiddleQuartile	MaleTopQuartile	FemaleTopQuartile	CompanyLinkToGPGInfo	ResponsiblePerson	EmployerSize	CurrentName	SubmittedAfterTheDeadline	DueDate	DateSubmitted
4	23.5 DEGREES LIMITED	"Unit 3 Hedge End Retail Park, Charles Watts Way,
Hedge End,
Southampton,
Hampshire,
England,
SO30 4RT"	08014079	56103	10.0	0.0	79.0	39.0	4.0	3.0	31.0	69.0	29.0	71.0	31.0	69.0	30.0	70.0	https://www.23-5degrees.com/gender-pay-gap	Luca Contardo (CFO)	500 to 999	23.5 DEGREES LIMITED	False	05/04/2019 00:00:00	25/09/2018 10:28:59
7	A KHAN RESTAURANTS LIMITED	"2nd Floor Bradburn House,
64-68 Northumberland Street,
Newcastle,
Tyneside,
United Kingdom,
NE1 7DF"	08132730	56103	0.0	0.0			0.0	0.0	49.0	51.0	42.0	58.0	51.0	49.0	44.0	56.0		Ahmed Khan (Franchisee)	250 to 499	A KHAN RESTAURANTS LIMITED	False	05/04/2019 00:00:00	22/03/2019 10:46:39
8	A. & B. GLASS COMPANY LIMITED	"Addison Road,
Chilton Industrial Estate,
Sudbury,
Suffolk,
United Kingdom,
CO10 2YW"	01543721	43342	15.0	0.0	85.0	40.0	61.0	32.0	87.0	13.0	86.0	14.0	69.0	31.0	88.0	12.0		PHILIP FARNELL (GROUP HR MANAGER)	250 to 499	A. & B. GLASS COMPANY LIMITED	False	05/04/2019 00:00:00	22/10/2018 13:33:09
21	Aberlour Child Care Trust	"36 Park Terrace,
Stirling,
Stirlingshire,
United Kingdom,
FK8 2JR"	SC312912	96090	7.0	0.0	0.0	0.0	0.0	0.0	15.8	84.2	21.6	78.4	18.7	81.3	20.3	79.7	https://www.aberlour.org.uk/publication/	SallyAnn Kelly (Chief Executive)	250 to 499	Aberlour Child Care Trust	False	05/04/2019 00:00:00	18/03/2019 15:10:51
25	ACCELERATE CLEANING SOLUTIONS LTD	"1st, Floor, Corn Exchange Business Centre Market Place,
Hadleigh,
Ipswich,
Suffolk,
England,
IP7 5DN"	04344083	81299	2.2	0.0			0.0	0.0	46.0	54.0	40.0	60.0	36.0	64.0	52.0	48.0		Gary Morgan (Managing Director)	250 to 499	ACCELERATE CLEANING SOLUTIONS LTD	False	05/04/2019 00:00:00	22/03/2019 17:11:46
29	ACCESSIBLE TRANSPORT GROUP CONTRACT SERVICES LIMITED	"80 Park Road,
Birmingham,
West Midlands,
United Kingdom,
B6 5PL"	08339288	49319	1.0	0.0	0.0	0.0	0.0	0.0	78.0	22.0	78.0	22.0	78.0	22.0	93.0	7.0	http://www.atgroup.org.uk/	Sally-Ann McKevitt (Head of HR and Service Development)	500 to 999	ACCESSIBLE TRANSPORT GROUP CONTRACT SERVICES LIMITED	False	05/04/2019 00:00:00	17/10/2018 10:26:36
40	ADAM BUCHANAN SMITH LIMITED	"Gateside, 6 Back Road,
Dollar,
FK14 7EA"	SC387609	56103	-1.0	0.0	41.0	29.0	8.0	13.0	56.0	44.0	48.0	52.0	49.0	51.0	48.0	52.0		Adam Buchanan-Smith (Director)	250 to 499	ADAM BUCHANAN SMITH LIMITED	False	05/04/2019 00:00:00	11/03/2019 12:48:02
41	ADAPT BUSINESS SERVICES LIMITED	"Canolfan Gorseinon Millers Drive, Gorseinon,
Swansea,
SA4 4QN"	06805468	81229	3.3	0.0	0.0	0.0	0.0	0.0	23.3	76.7	23.3	76.7	23.3	76.7	29.9	70.1		Graham Hammerton (Office Manager)	250 to 499	ADAPT BUSINESS SERVICES LIMITED	False	05/04/2019 00:00:00	06/07/2018 12:42:54
44	ADDITIONS (U.K.) LIMITED	"Coach House Huxley Street, Broadheath,
Altrincham,
England,
WA14 5EY"	01945425	78200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0	0.0	100.0	0.0	100.0		Bernadette Coxon (Accounts)	500 to 999	ADDITIONS (U.K.) LIMITED	False	05/04/2019 00:00:00	05/04/2018 21:32:14
50	Advisory, Conciliation and Arbitration Service	"Euston Tower,
London,
NW1 3JJ"		1	4.4	0.0	-3.6	0.5	88.0	87.0	44.1	55.9	40.3	59.7	38.4	61.6	42.9	57.1	http://www.acas.org.uk/index.aspx?articleid=5985		500 to 999	Advisory, Conciliation and Arbitration Service	False	31/03/2019 00:00:00	29/01/2019 11:07:44
54	AG RETAIL CARDS LIMITED	"The Crystal Building,
Langston Road,
Loughton,
Essex,
United Kingdom,
IG10 3TH"	08087453	47789	17.1	0.0	67.9	-0.2	3.6	0.9	19.6	80.4	9.4	90.6	11.4	88.6	19.0	81.0	https://www.clintonsretail.com/media/pdf/Gender_Pay_Gap.pdf	Eddie Shepherd (CEO)	1000 to 4999	AG RETAIL CARDS LIMITED	False	05/04/2019 00:00:00	15/03/2019 09:23:40
56	Age Concern Essex	"112 Springfield Road,
Chelmsford,
Essex,
United Kingdom,
CM2 6LF"	04309519	88100	5.7	0.0	0.0	0.0	0.0	0.0	8.0	92.0	0.0	100.0	0.0	100.0	5.0	95.0	https://www.ageuk.org.uk/bp-assets/globalassets/essex/original-blocks/about-us/gender-pay-gap-statement-20182f2019.pdf	Michelle Bennett (Deputy Chief Executive)	250 to 499	Age Concern Essex	False	05/04/2019 00:00:00	12/11/2018 11:24:12
57	Age UK Hertfordshire	"1 Silver Court,
Watchmead,
Welwyn Garden City,
Hertfordshire,
United Kingdom,
AL7 1LT"	03539971	"88100,
96090"	12.2	0.0	0.0	0.0	0.0	0.0	12.2	87.8	3.0	97.0	4.0	96.0	10.2	89.8	https://www.ageuk.org.uk/hertfordshire/about-us/gender-pay-gap-report/	Deborah Paniagua (CEO)	250 to 499	Age UK Hertfordshire	False	05/04/2019 00:00:00	06/03/2019 15:12:09
80	ALL SAINTS RETAIL LIMITED	"Jack's Place Units C15-C17,
6 Corbet Place,
London,
United Kingdom,
E1 6NN"	04096157	"46420,
47710"	10.4	0.0	0.0	0.0	0.0	0.0	38.0	62.0	44.0	56.0	42.0	58.0	43.0	57.0	https://images.allsaints.com/static/Gender-Pay-Gap-v2.pdf	Peter Wood (CEO)	1000 to 4999	ALL SAINTS RETAIL LIMITED	False	05/04/2019 00:00:00	15/03/2019 10:51:23
85	ALLIANCE CARE (DALES HOMES) LIMITED	"Norcliffe House,
Station Road,
Wilmslow,
United Kingdom,
SK9 1BU"	03691542	86900	-3.8	0.0	0.0	0.0	0.0	0.0	18.5	81.5	25.7	74.3	20.7	79.3	21.6	78.4	https://www.brighterkind.com/gender-pay-gap	Jeremy Richardson (CEO)	250 to 499	ALLIANCE CARE (DALES HOMES) LIMITED	False	05/04/2019 00:00:00	18/03/2019 10:39:53
86	ALLIANCE CLEANING LIMITED	"Unit 5, Waterways Business Centre,
South Ordnance Road,
Enfield,
Middlesex,
EN3 6JG"	03596969	81299	2.0	0.0	60.0	60.0	0.5	0.3	69.0	31.0	28.0	72.0	65.0	35.0	45.0	55.0		Annette Day (Finance Manager)	500 to 999	ALLIANCE CLEANING LIMITED	False	05/04/2019 00:00:00	09/04/2018 12:05:52
111	AMVALE MEDICAL TRANSPORT LIMITED	"Unit 1, C/D South Park Industrial Estate,
Birkdale Road,
Scunthorpe,
North Lincolnshire,
DN17 2AU"	04502825	82990	7.0	0.0	0.0	0.0	0.0	0.0	51.7	48.3	42.9	57.1	55.1	44.9	68.6	31.4	http://www.amvalemedical.co.uk/gender-pay/5426657	Mike Godfrey (CEO)	250 to 499	AMVALE MEDICAL TRANSPORT LIMITED	False	05/04/2019 00:00:00	09/04/2018 11:16:30
129	APOLLO CLEANING SERVICES LIMITED	"246, Wood Street,
London,
England,
E17 3NA"	01197218	81299	1.8	0.0	0.0	0.0	0.0	0.0	29.2	70.8	22.0	78.0	20.6	79.4	19.9	80.1		Richard Lundy (MD)	500 to 999	APOLLO CLEANING SERVICES LIMITED	False	05/04/2019 00:00:00	30/05/2018 13:39:10
136	ARCTICS LIMITED	"Arctics House 6 Marina Court, Maple Drive,
Hinckley,
Leicestershire,
LE10 3BF"	05292026	"78109,
82990"	0.0	14.4	-83.8	-99.9	6.3	7.5	84.5	15.5	79.5	20.5	73.3	26.7	76.5	23.5	http://www.iglooautomotive.com/	Dan Berryman (Director)	1000 to 4999	ARCTICS LIMITED	False	05/04/2019 00:00:00	19/02/2019 15:55:21
139	Arisen Chef Ltd	"21-23 Town Square,
Stevenage,
Hertfordshire,
United Kingdom,
SG1 1BP"	03929836	56102	-1.0	0.0	55.0	33.0	11.0	12.0	58.0	42.0	52.0	48.0	43.0	57.0	53.0	47.0		Sarah Perilli (Director of Finance)	1000 to 4999	Arisen Chef Ltd	False	05/04/2019 00:00:00	18/03/2019 14:43:22
154	Ashfield District Council	"Urban Road,
Kirkby-in-Ashfield,
Nottinghamshire,
United Kingdom,
NG17 8DA"		"1,
84110"	0.5	0.0	0.0	0.0	0.0	0.0	57.0	43.0	64.6	35.4	56.0	44.0	59.3	40.7	https://www.ashfield.gov.uk/your-council/strategies-plans-and-policies/equality-and-diversity/		500 to 999	Ashfield District Council	False	31/03/2019 00:00:00	24/10/2018 13:24:23
155	Ashford and St. Peter's Hospitals NHS Foundation Trust	"Guildford Road,
Chertsey,
Surrey,
KT16 OPZ"		"1,
86210"	20.4	0.0	41.8	53.8	6.0	1.0	27.7	72.3	23.3	76.7	16.8	83.2	35.0	65.0			1000 to 4999	Ashford and St. Peter's Hospitals NHS Foundation Trust	False	31/03/2019 00:00:00	22/03/2019 13:37:33
181	AURA LEISURE AND LIBRARIES  LIMITED	"Deeside Leisure Centre,
Chester Road West, Queensferry,
Flintshire,
CH5 1SA"	RS007610		11.0	0.0	0.0	0.0	0.0	0.0	38.0	62.0	40.8	59.2	15.4	84.6	56.3	43.7		Sian Williams (Leisure Development Manager)	250 to 499	AURA LEISURE AND LIBRARIES  LIMITED	False	05/04/2019 00:00:00	14/03/2019 10:16:57
204	B & M RETAIL LIMITED	"FINANCE DIRECTOR,
The Vault Dakota Drive,
Estuary Commerce Park, Speke,
Liverpool,
Merseyside,
United Kingdom,
L24 8RJ"	01357507	47190	7.9	0.0	53.5	-62.9	17.9	5.1	51.4	48.6	35.0	65.0	35.4	64.6	56.6	43.4	http://www.bandmretail.com/corporate-responsibility/colleagues.aspx	Paul McDonald (CFO)	20,000 or more	B & M RETAIL LIMITED	False	05/04/2019 00:00:00	18/03/2019 13:42:01
244	BATHSTORE.COM LIMITED	"3 Albany Place,
Hydeway,
Welwyn Garden City,
Hertfordshire,
England,
AL7 3UQ"	02240475	47789	19.0	0.0	19.0	24.0	84.0	80.0	59.0	41.0	59.0	41.0	58.0	42.0	65.0	35.0	https://www.bathstore.com/gender-pay-gap-review	Paul Broderick (Director of HR)	500 to 999	BATHSTORE.COM LIMITED	False	05/04/2019 00:00:00	19/02/2019 13:24:18
254	BCR RESTAURANTS LIMITED	"C/O Cotterell & Co The Curve,
83 Tempest Street,
Wolverhampton,
West Midlands,
United Kingdom,
WV2 1AA"	06450269	47290	6.0	0.0	64.0	34.0	13.0	9.0	47.0	53.0	49.0	51.0	48.0	52.0	60.0	40.0		Bob Beckett (Franchisee)	500 to 999	BCR RESTAURANTS LIMITED	False	05/04/2019 00:00:00	04/03/2019 09:44:24
260	BEAP RESTAURANTS LIMITED	"Mcdonalds, 291-293 High Street,
Orpington,
Kent,
England,
BR6 0NN"	05763747	56102	4.5	0.0	34.0	83.0	9.0	2.0	59.0	41.0	45.0	55.0	25.0	75.0	61.0	39.0		KYLE PERERA (HR Manager)	500 to 999	BEAP RESTAURANTS LIMITED	False	05/04/2019 00:00:00	13/04/2018 10:29:58
270	BELFOR UK  LIMITED	"No 1, Colmore Square,
Birmingham,
West Midlands,
B4 6AA"	01369726	81210	0.0	15.0	54.0	82.0	61.0	21.0	47.0	53.0	78.0	22.0	92.0	8.0	72.0	28.0	http://www.belfor.co.uk	Alasdair Phillips (Managing Director)	250 to 499	BELFOR UK  LIMITED	False	05/04/2019 00:00:00	05/03/2019 11:06:23
278	BERMONDSEY PUB COMPANY LIMITED	"3 Monkspath Hall Road,
Shirley,
Solihull,
West Midlands,
United Kingdom,
B90 4SJ"	08836925	"68100,
68209,
68320"	6.0	0.0	28.0	38.0	7.0	4.0	47.0	53.0	51.0	49.0	46.0	54.0	71.0	29.0		Loretta Togher (Company Secretary)	500 to 999	BERMONDSEY PUB COMPANY LIMITED	False	05/04/2019 00:00:00	12/02/2019 16:08:33
281	BESPOKE CLEANING SERVICES LIMITED	"Unit 3, Crossways Business Park,
Crossways Lane,
Thornbury,
Bristol,
BS35 3UE"	04394883	81210	1.3	0.0	-33.8	55.1	1.8	0.8	15.8	84.2	49.8	50.2	14.3	85.7	29.2	70.8		Anna Symes (Personnel Director)	500 to 999	BESPOKE CLEANING SERVICES LIMITED	False	05/04/2019 00:00:00	12/03/2019 10:29:01
282	BESPOKE HOTELS (ISIS) 2 LIMITED	"Unit 5 Bankside,
Crosfield Street,
Warrington,
Cheshire,
WA1 1UP"	08238971	70100	11.0	0.0	68.9	66.7	6.1	3.9	37.8	62.2	43.6	56.4	43.2	56.8	52.7	47.3	https://www.bespokehotels.com/pages/corporate-responsibilities	Steve Littlefair (Finance Director)	250 to 499	BESPOKE HOTELS (ISIS) 2 LIMITED	False	05/04/2019 00:00:00	21/03/2019 13:49:20
311	Blades Restaurants Ltd	"2 Guy Close,
Stapleford,
Nottingham,
England,
NG9 7GZ"	04201937	56102	6.0	0.0	51.0	5.0	9.0	5.0	40.0	60.0	50.0	50.0	50.0	50.0	50.0	50.0		Shaun Kelly (HR Manager)	500 to 999	Blades Restaurants Ltd	False	05/04/2019 00:00:00	06/03/2019 14:14:08
313	BLANC BRASSERIES LIMITED	"Wizard House,
2a Cambridge Road,
Teddington,
England,
TW11 8DR"	04782459	56101	7.0	0.0	36.7	57.6	7.4	8.1	49.3	50.7	57.3	42.7	64.3	35.7	72.7	27.3	https://brasserieblanc.com/about/gender-pay-gap/	Christopher Guy (Finance Director)	500 to 999	BLANC BRASSERIES LIMITED	False	05/04/2019 00:00:00	16/03/2019 15:49:07
319	BLUNDELL'S OF LIVERPOOL LTD	"Moss Brow Moss Lane, High Legh,
Knutsford,
England,
WA16 0RE"	07909727	56102	4.0	0.0	49.0	50.0	15.0	14.0	31.0	69.0	38.0	62.0	39.0	61.0	36.0	64.0		MARK BLUNDELL (Director)	500 to 999	BLUNDELL'S OF LIVERPOOL LTD	False	05/04/2019 00:00:00	04/03/2019 12:00:13
334	BOMEAD LIMITED	"209 Liverpool Road,
Birkdale,
Southport,
Merseyside,
United Kingdom,
PR8 4PH"	04016411	56102	1.0	0.0	43.0	33.0	21.0	25.0	48.0	52.0	39.0	61.0	55.0	45.0	50.0	50.0		Robert Meadowcroft (Director)	500 to 999	BOMEAD LIMITED	False	05/04/2019 00:00:00	18/03/2019 12:38:01
337	BONDCARE WILLINGTON LIMITED	"LOPIAN GROSS BARNETT & CO,
6th Floor Cardinal House,
20 St. Mary's Parsonage,
Manchester,
United Kingdom,
M3 2LG"	07737973	82990	21.1	0.0	0.0	0.0	0.0	0.0	10.5	89.5	14.3	85.7	15.6	84.4	18.2	81.8		Amanda Jesky (Financial Controller)	250 to 499	BONDCARE WILLINGTON LIMITED	False	05/04/2019 00:00:00	16/01/2019 11:40:41
352	BOWDRAPER LIMITED	"Manor Farm Barns, Old Milverton,
Leamington Spa,
Warwickshire,
United Kingdom,
CV32 6SA"	01344739	81210	5.5	0.0	84.7	80.0	2.3	4.3	27.0	73.0	25.0	75.0	20.0	80.0	22.0	78.0		ANDREW PARKIN (MANAGING DIRECTOR)	500 to 999	BOWDRAPER LIMITED	False	05/04/2019 00:00:00	11/02/2019 16:21:56
417	BROTHERS OF CHARITY SERVICES (SCOTLAND)	"Triest House, Bridge Street,
Galashiels,
Selkirkshire,
Scotland,
TD1 1SW"	SC318036	86900	0.0	-1.0	0.0	0.0	0.0	0.0	30.0	70.0	31.0	69.0	34.0	66.0	25.0	75.0	http://bocscot.org/	Allistair Matheson (Director of Finance and Central Services)	Less than 250	BROTHERS OF CHARITY SERVICES (SCOTLAND)	False	05/04/2019 00:00:00	11/05/2018 11:31:32
420	Broxtowe Borough Council	"Town Hall,
Foster Avenue,
Beeston,
Nottingham,
Nottinghamshire,
United Kingdom,
NG9 1AB"		"1,
84110"	7.9	0.0	0.0	0.0	0.0	0.0	47.1	52.9	47.1	52.9	49.6	50.4	58.3	41.7	https://www.broxtowe.gov.uk/media/4322/gender-pay-gap-data-broxtowe-borough-council-march-2018.pdf		250 to 499	Broxtowe Borough Council	False	31/03/2019 00:00:00	14/01/2019 11:53:40
443	BURHILL GOLF AND LEISURE LIMITED	"Burhill, Walton-On-Thames,
Surrey,
KT12 4BX"	01497205	93110	11.9	0.0	57.3	49.0	30.1	24.0	52.0	48.0	64.0	36.0	64.0	36.0	68.0	32.0	https://www.bglcompany.co.uk/gender-pay-gap/	James Conlan (Director)	500 to 999	BURHILL GOLF AND LEISURE LIMITED	False	05/04/2019 00:00:00	12/02/2019 16:32:09
444	BURHILL GROUP LIMITED	"Burhill, Burwood Road,
Walton On Thames,
KT12 4BX"	07447067	"70100,
93110"	11.9	0.0	57.3	49.0	30.1	24.0	52.0	48.0	64.0	36.0	64.0	36.0	68.0	32.0	https://www.bglcompany.co.uk/gender-pay-gap/	James Conlan (Director)	500 to 999	BURHILL GROUP LIMITED	False	05/04/2019 00:00:00	12/02/2019 16:34:24
452	C & T RESTAURANTS LIMITED	"C/O,
Higsons Chartered Accountants,
93 Market Street Farnworth,
Bolton,
United Kingdom,
BL4 7NS"	03999351	56102	1.8	0.0	27.7	33.3	9.5	9.5	47.9	52.1	47.4	52.6	45.8	54.2	51.6	48.4		Judith Chapman (Company Director)	1000 to 4999	C & T RESTAURANTS LIMITED	False	05/04/2019 00:00:00	21/02/2019 16:02:51
453	C K'S SUPERMARKET LIMITED	"1 Embankment Road,
Morfa,
Llanelli,
Dyfed,
United Kingdom,
SA15 2BT"	03639524	47110	5.1	0.0	0.0	0.0	0.0	0.0	47.5	52.5	41.9	58.1	25.4	74.6	54.1	45.9	https://ckfoodstores.co.uk/our-policies-responsibilities/	Alun Littlejohns (Manager)	500 to 999	C K'S SUPERMARKET LIMITED	False	05/04/2019 00:00:00	07/03/2019 16:35:26
459	Cafcass	"3rd Floor,
21 Bloomsbury Street,
London,
WC1B 3HF"		1	2.0	0.0	0.6	0.0	1.4	1.9	18.3	81.7	15.0	85.0	15.8	84.2	20.7	79.3	https://www.cafcass.gov.uk/about-cafcass/transparency-information/		1000 to 4999	Cafcass	False	31/03/2019 00:00:00	07/02/2019 13:11:31
462	CALIBRE RECRUITMENT LIMITED	"11 Charing Cross Road,
City Of Westminster,
London,
United Kingdom,
WC2H 0QU"	03604158	78200	-13.1	0.0	0.0	0.0	0.0	0.0	39.9	60.1	39.6	60.4	40.6	59.4	41.4	58.6	http://www.calibreinternational.co.uk/gender_pay_gap.html	Linda Prado (Director of Operations)	500 to 999	CALIBRE RECRUITMENT LIMITED	False	05/04/2019 00:00:00	07/03/2019 14:40:51
464	CALSONIC KANSEI SUNDERLAND LIMITED	"COMPANY SECRETARY,
Calsonic Kansei Sunderland Ltd,
Llethri Road,
Llanelli,
Dyfed,
United Kingdom,
SA14 8HU"	00981301	29320	3.6	0.0	100.0	100.0	1.0	0.0	85.1	14.9	91.8	8.2	94.6	5.4	93.2	6.8		Sian Phillips (Section Leader - HR)	250 to 499	CALSONIC KANSEI SUNDERLAND LIMITED	False	05/04/2019 00:00:00	06/04/2018 07:47:06
465	CALSONIC KANSEI UK LIMITED	"Llethri Road,
Llanelli,
Dyfed,
United Kingdom,
SA14 8HU"	02147831	29320	3.6	0.0	27.4	-3.5	5.2	2.2	84.9	15.1	81.8	18.2	85.6	14.4	87.3	12.7		Sian Phillips (Section Leader - HR)	1000 to 4999	CALSONIC KANSEI UK LIMITED	False	05/04/2019 00:00:00	10/04/2018 12:18:43
478	CANNON HALL FARM LIMITED	"Cannon Hall Farm, Cannon Hall Cawthorne,
Barnsley,
South Yorkshire,
S75 4AT"	04637412	1500	11.7	0.0	28.8	-112.3	10.0	5.2	36.0	64.0	46.0	54.0	27.0	73.0	60.0	40.0		Robert Nicholson (Director)	250 to 499	CANNON HALL FARM LIMITED	False	05/04/2019 00:00:00	02/03/2019 11:19:49
485	CARA RESTAURANTS LIMITED	"White House,
Wollaton Street,
Nottingham,
Nottinghamshire,
United Kingdom,
NG1 5GF"	04105070	56102	5.0	0.0	37.0	10.0	18.0	14.0	51.0	49.0	41.0	59.0	52.0	48.0	59.0	41.0		Walter Wright (Director)	1000 to 4999	CARA RESTAURANTS LIMITED	False	05/04/2019 00:00:00	19/03/2019 10:57:20
492	CARE AT HOME SERVICES (SOUTH EAST) LIMITED	"1, Cooden Sea Road,
Little Common,
Bexhill-On-Sea,
East Sussex,
TN39 4SJ"	05317196	88100	0.0	0.0	0.0	0.0	0.0	0.0	10.2	89.8	15.8	84.2	13.9	86.1	4.8	95.2		Graham Smith (Finance Manager)	250 to 499	CARE AT HOME SERVICES (SOUTH EAST) LIMITED	False	05/04/2019 00:00:00	11/03/2019 09:36:14
493	Care Quality Commission	"151 Buckingham Palace Road,
London,
London,
United Kingdom,
SW1W 9SZ"		"1,
84110"	0.9	0.0	0.0	0.0	0.0	0.0	35.4	64.6	27.0	73.0	26.0	74.0	32.6	67.4	https://www.cqc.org.uk/about-us/transparency/salaries-structure-staff#genderpay		1000 to 4999	Care Quality Commission	False	31/03/2019 00:00:00	19/03/2019 10:13:55
519	CAVITY DENTAL STAFF AGENCY LTD	"49, St. Peters Road,
Reading,
RG6 1NT"	08941295	86230	0.0	0.0	0.0	0.0	100.0	100.0	30.0	70.0	20.0	80.0	20.0	80.0	0.0	100.0	https://www.cavitydentalstaff.co.uk/join-our-team/	Sharon Dunne (Director)	250 to 499	CAVITY DENTAL STAFF AGENCY LTD	False	05/04/2019 00:00:00	29/10/2018 15:01:59
522	CDS (SUPERSTORES INTERNATIONAL) LIMITED	"Tamar House,
Thornbury Road,
Plymouth,
United Kingdom,
PL6 7PP"	02699203	47190	5.5	0.0	40.3	31.8	2.7	0.5	46.6	53.4	38.5	61.5	33.3	66.7	45.4	54.6	https://www.therange.co.uk/corporate-information/gender-pay-gap-report/	David Garland (Head of HR)	5000 to 19,999	CDS (SUPERSTORES INTERNATIONAL) LIMITED	False	05/04/2019 00:00:00	20/03/2019 11:12:26
570	CHOICE HOTELS LIMITED	"Choice House 107 Dickson Road,
Blackpool,
Lancashire,
United Kingdom,
FY1 2ET"	01365211	55100	2.3	0.0	-41.3	14.3	18.3	30.6	44.0	56.0	51.0	49.0	53.0	47.0	46.0	54.0	https://www.choicehotels.co.uk/gender-paygap	Sally Carpenito (Director)	250 to 499	CHOICE HOTELS LIMITED	False	05/04/2019 00:00:00	24/08/2018 16:14:57
571	Chorley Borough Council	"Town Hall,
Market Street,
Chorley,
PR7 1DP"		"1,
84110"	0.1	0.0	0.0	0.0	0.0	0.0	58.2	41.8	39.2	60.8	51.9	48.1	47.4	52.6	http://www.chorley.gov.uk		250 to 499	Chorley Borough Council	False	31/03/2019 00:00:00	17/08/2018 11:33:27
576	CHURCHILL CATERING LIMITED	"Suffolk House 7 Hydra,
Orion Court Addison Way,
Great Blakenham,
Suffolk,
United Kingdom,
IP6 0LW"	03233257	56210	57.0	0.0	0.0	0.0	0.0	0.0	37.0	63.0	27.0	73.0	6.0	94.0	27.0	73.0	https://www.churchillcatering.co.uk	Elizabeth Nicholl (Finance Director)	250 to 499	CHURCHILL CATERING LIMITED	False	05/04/2019 00:00:00	12/04/2018 12:23:59
589	CJRACH LIMITED	"Ranelagh House, 41-43 Ranelagh Street,
Liverpool,
United Kingdom,
L1 1JR"	10182517	56102	0.0	1.0	34.0	43.0	8.0	14.0	38.0	62.0	39.0	61.0	43.0	57.0	43.0	57.0		Gillian Higdon (Company Secretary)	250 to 499	CJRACH LIMITED	False	05/04/2019 00:00:00	08/03/2019 15:18:43
593	CLARE ASSOCIATES LIMITED	"Moorland Butts, Chilsworthy,
Gunnislake,
Cornwall,
PL18 9PB"	04453296	62020	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0	0.0	0.0	100.0	0.0	100.0		Mark Poles (Director)	Less than 250	CLARE ASSOCIATES LIMITED	False	05/04/2019 00:00:00	10/04/2018 09:43:48
595	CLASS 1 PERSONNEL LIMITED	"1a, High Street,
Hounslow,
Middlesex,
TW3 1RH"	03874597	78200	-0.8	0.0	0.0	0.0	0.0	0.0	57.6	42.4	56.1	43.9	57.6	42.4	44.6	55.4	https://www.class1personnel.com	Padma Akella (Finance Director)	250 to 499	CLASS 1 PERSONNEL LIMITED	False	05/04/2019 00:00:00	12/04/2018 15:47:12
597	CLASSIC LODGES LIMITED	"Quartermile One,
15 Lauriston Place,
Edinburgh,
United Kingdom,
EH3 9EP"	SC141222	55100	14.6	0.0	-146.0	-146.0	0.5	0.4	37.4	62.6	43.0	57.0	49.1	50.9	52.3	47.7	https://www.classiclodges.co.uk/gender-pay-gap	Richard Grime (Managing Director)	250 to 499	CLASSIC LODGES LIMITED	False	05/04/2019 00:00:00	28/02/2019 16:15:34
616	Cobrey Farms	"Coleraine Builidngs,
Coughton,
HR9 5SG"		1130	-2.2	0.0	-383.0	0.0	0.3	2.1	77.8	22.2	62.0	38.0	62.4	37.6	66.7	33.3	http://www.cobrey.co.uk/en/	Catherine Chinn (HR Manager)	250 to 499	Cobrey Farms	False	05/04/2019 00:00:00	12/03/2019 15:09:51
618	COFFEE #1 LTD	"Dragon Brewery,
Pacific Road,
Cardiff,
United Kingdom,
CF24 5HJ"	04027169	47250	5.0	0.0	-24.0	-31.0	10.0	12.0	36.0	64.0	32.0	68.0	28.0	72.0	34.0	66.0		Joe Thornewill (Head of People)	500 to 999	COFFEE #1 LTD	False	05/04/2019 00:00:00	20/02/2019 07:59:09
631	COMMUNITY LIFESTYLES LIMITED	"70 Renton Street,
Glasgow,
United Kingdom,
G4 0HT"	SC186901	"87900,
88990"	3.6	0.0	0.0	0.0	0.0	0.0	27.5	72.5	37.3	62.7	40.8	59.2	41.6	58.4		Andrea Wood (Chief Executive)	500 to 999	COMMUNITY LIFESTYLES LIMITED	False	05/04/2019 00:00:00	14/03/2019 16:02:04
637	COMPLETE CLEANING SERVICES LIMITED	"6, Muriel Street,
Barrhead,
Glasgow,
G78 1QB"	SC344490	81210	5.9	0.0	95.4	89.7	1.7	3.1	33.1	66.9	32.6	67.4	33.1	66.9	29.3	70.7		Ritchie Paterson (Managing Director)	250 to 499	COMPLETE CLEANING SERVICES LIMITED	False	05/04/2019 00:00:00	20/03/2019 11:33:04
647	CONTRACT PERSONNEL LIMITED	"1, And 2 Saints Court,
All Saints Green,
Norwich,
NR1 3LP"	02422178	78200	-4.0	0.0	-3.0	67.0	1.7	14.0	56.0	44.0	56.0	44.0	84.0	16.0	59.0	41.0		Sarah Edwards (Director)	250 to 499	CONTRACT PERSONNEL LIMITED	False	05/04/2019 00:00:00	18/03/2019 14:58:50
